,type,title,authors,publish_date,source_records,number_of_pages,publishers,isbn_10,isbn_13,physical_format,full_title,covers,works,key,lc_classifications,local_id,latest_revision,revision,created,last_modified,isbn,identifiers,classifications,description,publish_places,contributions,subjects,languages,pagination,dewey_decimal_class,edition_name,lccn,publish_country,by_statement,oclc_numbers,subtitle,notes,ocaid,weight,physical_dimensions,first_sentence,series,subject_people,table_of_contents,coverimage,genres,copyright_date,ia_box_id,ia_loaded_id,contributors,subject_place,url,uri_descriptions,uris,links,other_titles,work_title,openlibrary,oclc_number,original_isbn,work_titles,subject_time,location
644,{'key': '/type/edition'},All the Pretty Little Horses,[{'key': '/authors/OL6811709A'}],2017,['bwb:9780316258883'],,['Orbit'],,['9780316258883'],,All the Pretty Little Horses A Newsflesh Novella,,[{'key': '/works/OL25203909W'}],/books/OL34908818M,,,2,2,"{'type': '/type/datetime', 'value': '2021-10-09T04:41:59.296857'}","{'type': '/type/datetime', 'value': '2021-12-06T20:35:36.622572'}",9780316258883,,,,,,,[{'key': '/languages/eng'}],84,,,,,,,A Newsflesh Novella,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,{'key': '/type/edition'},Please Do Not Taunt the Octopus,[{'key': '/authors/OL6811709A'}],2015,['bwb:9780316259026'],,['Orbit'],,['9780316259026'],,,,[{'key': '/works/OL25178075W'}],/books/OL34878194M,,,3,3,"{'type': '/type/datetime', 'value': '2021-10-08T22:43:15.120352'}","{'type': '/type/datetime', 'value': '2021-12-06T20:37:26.809644'}",9780316259026,,,,,,"['Fiction, horror']",[{'key': '/languages/eng'}],124,,,,,,,A Newsflesh Novella,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,{'key': '/type/edition'},Rise: A Newsflesh Collection: The Complete Newsflesh Collection,[{'key': '/authors/OL6811709A'}],"Jan 31, 2017","['amazon:0316309532', 'bwb:9780316309530', 'promise:bwb_daily_pallets_2022-10-17']",864.0,['Orbit'],['0316309532'],['9780316309530'],,Rise: A Newsflesh Collection: The Complete Newsflesh Collection,[8500422],[{'key': '/works/OL19436530W'}],/books/OL26827641M,,['urn:bwbsku:w7-chm-531'],4,4,"{'type': '/type/datetime', 'value': '2019-04-02T22:42:07.536195'}","{'type': '/type/datetime', 'value': '2022-11-12T04:07:02.070087'}",9780316309530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,{'key': '/type/edition'},Rise: The Complete Newsflesh Collection,[{'key': '/authors/OL6811709A'}],"Jun 21, 2016",['amazon:B018S2774I'],656.0,['Orbit'],['0316309567'],['9780316309561'],,,[8539772],[{'key': '/works/OL19630212W'}],/books/OL26851167M,,,2,2,"{'type': '/type/datetime', 'value': '2019-04-16T14:04:09.747649'}","{'type': '/type/datetime', 'value': '2021-12-06T20:35:36.622572'}",9780316309561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,{'key': '/type/edition'},Rise: A Newsflesh Collection,,2016,"['promise:bwb_daily_pallets_2022-03-17:P7-EKS-855', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run05.mrc:366996649:3136', 'bwb:9780316309585', 'ia:risecompletenews0000gran_b9b6', 'promise:bwb_daily_pallets_2021-05-13:622-BAC-433']",,['Orbit'],['0316309583'],,,,[12680623],[{'key': '/works/OL17357352W'}],/books/OL25935277M,"['PS3607.R36395A6 2016', 'PS3607.R36395 A6 2016']","['urn:bwbsku:P7-EKS-855', 'urn:sfpl:31223120946778', 'urn:sfpl:31223120946786', 'urn:sfpl:31223120946794', 'urn:bwbsku:622-BAC-433']",10,10,"{'type': '/type/datetime', 'value': '2016-07-22T13:41:08.058121'}","{'type': '/type/datetime', 'value': '2023-02-28T13:45:52.245899'}",9780316309585,,,,,,,,,,,['2016904482'],,,,,,risecompletenews0000gran_b9b6,,,,,,,,,,,,,,,,,,,,,,,,,
649,{'key': '/type/edition'},Feedback,[{'key': '/authors/OL6811709A'}],2017,"['bwb:9780316379311', 'promise:bwb_daily_pallets_2021-07-13']",560.0,['Orbit'],,['9780316379311'],,Feedback,,[{'key': '/works/OL20038409W'}],/books/OL29752882M,[''],['urn:bwbsku:o7-bwu-367'],3,3,"{'type': '/type/datetime', 'value': '2020-08-30T20:10:58.996953'}","{'type': '/type/datetime', 'value': '2022-12-08T04:58:36.225642'}",9780316379311,,,,,,"['Fiction, horror', 'Journalists, fiction']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,{'key': '/type/edition'},Feedback,[{'key': '/authors/OL6811709A'}],2016,"['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run05.mrc:364320278:3661', 'bwb:9780316379342', 'amazon:0316379344', 'promise:bwb_daily_pallets_2020-10-08', 'marc:marc_columbia/Columbia-extract-20221130-025.mrc:51508347:2564']",489.0,,['0316379344'],['9780316379342'],,Feedback,[12588686],[{'key': '/works/OL20038409W'}],/books/OL27218446M,"['PS3607.R36395 F45 2016', 'PS3607.R36395F45']","['urn:sfpl:31223119570589', 'urn:sfpl:31223119570571', 'urn:sfpl:31223119570563', 'urn:sfpl:31223119570597', 'urn:bwbsku:O6-DUY-832']",8,8,"{'type': '/type/datetime', 'value': '2019-07-19T16:59:44.870769'}","{'type': '/type/datetime', 'value': '2022-12-19T03:46:22.211198'}",9780316379342,,,"{'type': '/type/text', 'value': '""FEEDBACK is a full-length Newsflesh novel which overlaps the events of Feed and covers the Presidential campaign from the perspective of reporters covering the Democrats side of the story. There are two sides to every story ... The year was 2014. We had cured cancer. We had beat the common cold. But in doing so we unleashed something horrifying and unstoppable. The infection spread leaving those afflicted with a single uncontrollable impulse: FEED. Now, twenty years after the Rising, a team of scrappy underdog reporters relentlessly pursue the truth while competing against the superstar Masons, surrounded by the infected, and facing more insidious forces working in the shadows.""--\n\nIn 2014 we cured cancer, beat the common cold-- and unleashed an infection that unleashed an uncontrollable impulse to feed. Now, twenty years after the Rising, a team of scrappy underdog reporters relentlessly pursue the truth while competing against the superstar Masons. Surrounded by the infected, and facing more insidious forces working in the shadows, they hit the presidential campaign trail to uncover dangerous truths... or die trying.'}",,,"['Reporters and reporting', 'Virus diseases', 'Journalists', 'Zombies', 'Fiction']",[{'key': '/languages/eng'}],489 pages,['813/.6'],First edition.,['2016013017'],nyu,Mira Grant,"['972700469', '935195797']",,,,,,,['Newsflesh novel -- [4]'],,,,,2016,,,,,,,,,['Feed back'],,,,,,,
651,{'key': '/type/edition'},Into the drowning deep,[{'key': '/authors/OL6811709A'}],2017,"['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run06.mrc:65932085:3635', 'bwb:9780316379403', 'bwb:9780316379373', 'promise:bwb_daily_pallets_2022-03-17']",440.0,,"['0316379409', '0316379379']","['9780316379403', '9780316379373']",,,,[{'key': '/works/OL19726031W'}],/books/OL26939147M,"['PS3607.R36395 I56 2017', 'PS3607.R36395I56']","['urn:sfpl:31223124941536', 'urn:sfpl:31223124941502', 'urn:sfpl:31223124941528', 'urn:sfpl:31223124941510', 'urn:sfpl:31223124941494', 'urn:sfpl:31223124941486', 'urn:bwbsku:P7-DDF-112']",6,6,"{'type': '/type/datetime', 'value': '2019-05-24T01:43:20.039465'}","{'type': '/type/datetime', 'value': '2022-12-07T13:03:17.925212'}",9780316379373,,,"{'type': '/type/text', 'value': '""Seven years ago Atagaris set off on a voyage to the Mariana Trench to film a ""mockumentary"" bringing to life ancient sea creatures of legend. It was lost at sea with all hands. Some have called it a hoax; others have called it a maritime tragedy. Now, a new crew has been assembled. But this time they\'re not out to entertain. Some seek to validate their life\'s work. Some seek the greatest hunt of all. Some seek the truth. But for the ambitious young scientist Victoria Stewart this is a voyage to uncover the fate of the sister she lost. Whatever the truth may be, it will only be found below the waves""--'}",,,"['Women scientists', 'Fiction']",[{'key': '/languages/eng'}],"vii, 440 pages",['813/.6'],First edition.,['2017020686'],nyu,Mira Grant,['975485716'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,{'key': '/type/edition'},Into the drowning deep,[{'key': '/authors/OL6811709A'}],2017,"['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run06.mrc:65932085:3635', 'bwb:9780316379403', 'bwb:9780316379373', 'promise:bwb_daily_pallets_2022-03-17']",440.0,,"['0316379409', '0316379379']","['9780316379403', '9780316379373']",,,,[{'key': '/works/OL19726031W'}],/books/OL26939147M,"['PS3607.R36395 I56 2017', 'PS3607.R36395I56']","['urn:sfpl:31223124941536', 'urn:sfpl:31223124941502', 'urn:sfpl:31223124941528', 'urn:sfpl:31223124941510', 'urn:sfpl:31223124941494', 'urn:sfpl:31223124941486', 'urn:bwbsku:P7-DDF-112']",6,6,"{'type': '/type/datetime', 'value': '2019-05-24T01:43:20.039465'}","{'type': '/type/datetime', 'value': '2022-12-07T13:03:17.925212'}",9780316379403,,,"{'type': '/type/text', 'value': '""Seven years ago Atagaris set off on a voyage to the Mariana Trench to film a ""mockumentary"" bringing to life ancient sea creatures of legend. It was lost at sea with all hands. Some have called it a hoax; others have called it a maritime tragedy. Now, a new crew has been assembled. But this time they\'re not out to entertain. Some seek to validate their life\'s work. Some seek the greatest hunt of all. Some seek the truth. But for the ambitious young scientist Victoria Stewart this is a voyage to uncover the fate of the sister she lost. Whatever the truth may be, it will only be found below the waves""--'}",,,"['Women scientists', 'Fiction']",[{'key': '/languages/eng'}],"vii, 440 pages",['813/.6'],First edition.,['2017020686'],nyu,Mira Grant,['975485716'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,{'key': '/type/edition'},Day the Dead Came to Show and Tell,[{'key': '/authors/OL6811709A'}],2014,['bwb:9780316380980'],,['Orbit'],,['9780316380980'],,Day the Dead Came to Show and Tell A Newsflesh Novella,,[{'key': '/works/OL25169201W'}],/books/OL34870255M,,,2,2,"{'type': '/type/datetime', 'value': '2021-10-08T21:10:12.814201'}","{'type': '/type/datetime', 'value': '2021-12-06T20:35:36.622572'}",9780316380980,,,,,,"['Fiction, horror']",[{'key': '/languages/eng'}],84,,,,,,,A Newsflesh Novella,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,{'key': '/type/edition'},Chimera,[{'key': '/authors/OL6811709A'}],2016,['bwb:9780316381000'],512.0,['Orbit'],,['9780316381000'],,Chimera,,[{'key': '/works/OL20018800W'}],/books/OL28823899M,[''],,2,2,"{'type': '/type/datetime', 'value': '2020-08-16T14:09:58.589642'}","{'type': '/type/datetime', 'value': '2021-12-06T20:35:36.622572'}",9780316381000,,,,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,{'key': '/type/edition'},Chimera,[{'key': '/authors/OL6811709A'}],2015,['bwb:9780316381017'],,['Orbit'],,['9780316381017'],,Chimera,,[{'key': '/works/OL20018800W'}],/books/OL34878342M,,,3,3,"{'type': '/type/datetime', 'value': '2021-10-08T22:44:47.249904'}","{'type': '/type/datetime', 'value': '2021-12-06T20:38:12.616245'}",9780316381017,,,,,,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,{'key': '/type/edition'},Chimera,[{'key': '/authors/OL6811709A'}],2015,"['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run05.mrc:262508083:3730', 'ia:chimera0000gran_a6g0', 'bwb:9780316381031', 'marc:marc_loc_2016/BooksAll.2016.part42.utf8:70409515:937']",488.0,,['0316381039'],['9780316381031'],,Chimera,[10407585],[{'key': '/works/OL20018800W'}],/books/OL27198866M,"['PS3607.R36395 C48 2015', 'PS3607.R36395C48']","['urn:sfpl:31223120472288', 'urn:sfpl:31223120472296', 'urn:sfpl:31223120472304', 'urn:sfpl:31223120472395', 'urn:sfpl:31223120472387', 'urn:sfpl:31223120472320', 'urn:sfpl:31223120472338', 'urn:sfpl:31223120472346', 'urn:sfpl:31223120472353', 'urn:sfpl:31223120472361']",6,6,"{'type': '/type/datetime', 'value': '2019-07-19T09:07:08.650172'}","{'type': '/type/datetime', 'value': '2022-05-26T03:55:52.602208'}",9780316381031,,,"{'type': '/type/text', 'value': 'The outbreak has spread, tearing apart the foundations of society, as implanted tapeworms have turned their human hosts into a seemingly mindless mob. Sal and her family are trapped between bad and worse, and must find a way to compromise between the two sides of their nature before the battle becomes large enough to destroy humanity, and everything that humanity has built...including the chimera.'}",,,"['Fiction', 'Genetic engineering', 'Parasites']",[{'key': '/languages/eng'}],488 pages,['813/.6'],First edition.,['2015024585'],nyu,Mira Grant,['912140721'],,,chimera0000gran_a6g0,,,,['Parasitology -- volume 3'],,,,,,,,,,,,,,,,,,,,,
657,{'key': '/type/edition'},Coming to You Live,[{'key': '/authors/OL6811709A'}],2018,['bwb:9780316381055'],,['Orbit'],,['9780316381055'],,Coming to You Live A Newsflesh Novella,,[{'key': '/works/OL25201436W'}],/books/OL34914237M,,,2,2,"{'type': '/type/datetime', 'value': '2021-10-09T05:46:37.641712'}","{'type': '/type/datetime', 'value': '2021-12-06T20:35:36.622572'}",9780316381055,,,,,,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],129,,,,,,,A Newsflesh Novella,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,{'key': '/type/edition'},The Mad Ship,[{'key': '/authors/OL395837A'}],1999,,400.0,['Harper Collins'],['0002254794'],['9780002254793'],Hardcover,,[1181],[{'key': '/works/OL2707221W'}],/books/OL9210550M,,,9,9,"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}","{'type': '/type/datetime', 'value': '2022-09-14T20:29:55.899092'}",9780002254793,"{'goodreads': ['1188503'], 'librarything': ['35720']}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,{'key': '/type/edition'},Ship of Destiny (Liveship Traders Vol-3),[{'key': '/authors/OL395837A'}],"Aug 12, 2000","['amazon:0002254808', 'bwb:9780002254809']",688.0,['Bantam'],['0002254808'],['9780002254809'],hardcover,Ship of Destiny (Liveship Traders Vol-3),[8753566],[{'key': '/works/OL2707208W'}],/books/OL27264390M,,,4,4,"{'type': '/type/datetime', 'value': '2019-08-12T00:55:32.459124'}","{'type': '/type/datetime', 'value': '2022-12-17T03:38:31.226305'}",9780002254809,{'amazon': ['0002254808']},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,{'key': '/type/edition'},Ship of Magic,[{'key': '/authors/OL395837A'}],"Jun 01, 1998","['amazon:0002256738', 'bwb:9780002256735']",,['Voyager'],['0002256738'],['9780002256735'],paperback,Ship of Magic,[10957102],[{'key': '/works/OL2707209W'}],/books/OL32335046M,,,4,4,"{'type': '/type/datetime', 'value': '2021-05-07T03:07:35.629217'}","{'type': '/type/datetime', 'value': '2022-12-17T05:31:42.213613'}",9780002256735,,,,,,,,,,,,,,,,"{'type': '/type/text', 'value': 'Source title: Ship of Magic (Liveship Traders)'}",,,,,,,,,,,,,,,,,,,,,,,,,,
661,{'key': '/type/edition'},SHIP OF DESTINY,[{'key': '/authors/OL395837A'}],"May 07, 2000","['amazon:0002261677', 'bwb:9780002261678']",688.0,['Harper Collins'],['0002261677'],['9780002261678'],paperback,SHIP OF DESTINY Book Three of the Liveship Traders,[10957103],[{'key': '/works/OL2707208W'}],/books/OL32335047M,,,5,5,"{'type': '/type/datetime', 'value': '2021-05-07T03:07:37.416138'}","{'type': '/type/datetime', 'value': '2022-12-17T03:04:48.578522'}",9780002261678,,,,,,,,,,,,,,,Book Three of the Liveship Traders,"{'type': '/type/text', 'value': 'Source title: SHIP OF DESTINY:  Book Three of the Liveship Traders'}",,,,,,,,,,,,,,,,,,,,,,,,,,
662,{'key': '/type/edition'},Assassin's Apprentice (The Farseer Trilogy),[{'key': '/authors/OL395837A'}],"March 18, 1996","['ia:assassinsapprent00hobb_047', 'bwb:9780006480099']",480.0,['Voyager'],['0006480098'],['9780006480099'],,,[4868],[{'key': '/works/OL2707183W'}],/books/OL7259162M,['PS3558.O33636'],,11,11,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T03:04:00.355456'}",9780006480099,"{'librarything': ['44474'], 'goodreads': ['45107']}",,,,,,,,,,,,,,,,assassinsapprent00hobb_047,,,"{'type': '/type/text', 'value': 'A HISTORY OF THE SIX Duchies is of necessity a history of its ruling family, the Farseers.'}",,,,,,,,,,,,,,,,,,,,,,
663,{'key': '/type/edition'},Royal Assassin (The Farseer Trilogy),[{'key': '/authors/OL395837A'}],"March 3, 1997","['amazon:0006480101', 'bwb:9780006480105']",768.0,['Voyager'],['0006480101'],['9780006480105'],,,[4871],[{'key': '/works/OL2707184W'}],/books/OL7259163M,['PS3558.O33636'],,11,11,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T03:10:58.318530'}",9780006480105,"{'goodreads': ['68487'], 'librarything': ['26557']}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,{'key': '/type/edition'},Assassin's Quest (The Farseer Trilogy),[{'key': '/authors/OL395837A'}],"March 16, 1998",,848.0,['Voyager'],['000648011X'],['9780006480112'],Paperback,,[4872],[{'key': '/works/OL2707231W'}],/books/OL9213879M,,,9,9,"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}","{'type': '/type/datetime', 'value': '2022-03-21T09:27:04.651430'}",9780006480112,"{'librarything': ['26207'], 'goodreads': ['68493']}",,,,,['Fantasy'],[{'key': '/languages/eng'}],,,New Ed edition,,,,,,,,14.9 ounces,6.8 x 4.4 x 1.9 inches,,,,,,,,,,,,,,,,,,,,,,,
665,{'key': '/type/edition'},Fool's Errand (Tawny Man),,01 Oct 2008,['bwb:9780006486015'],661.0,['Harper Voyager'],,['9780006486015'],Paperback,,[7388024],[{'key': '/works/OL2707215W'}],/books/OL25882556M,['PS3558.O33636'],,6,6,"{'type': '/type/datetime', 'value': '2015-12-21T19:17:12.539343'}","{'type': '/type/datetime', 'value': '2022-12-17T03:46:56.591769'}",9780006486015,{},{},,,,,[{'key': '/languages/eng'}],,,,,,,,,,,350 grams,17.8 x 11.1 x 4.5 centimeters,,"['The Tawny Man Trilogy, Book One']",,,,,2001,,,,,,,,,,,,,,,,
666,{'key': '/type/edition'},The Golden Fool (Tawny Man),[{'key': '/authors/OL395837A'}],"May 6, 2008","['promise:bwb_daily_pallets_2021-01-18', 'bwb:9780006486022']",640.0,['Voyager'],['0006486029'],['9780006486022'],,,[5206],[{'key': '/works/OL2707218W'}],/books/OL7259286M,['PS3558.O33636'],['urn:bwbsku:ko-933-706'],10,10,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T03:05:34.965732'}",9780006486022,"{'goodreads': ['395945'], 'librarything': ['44502']}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,{'key': '/type/edition'},Fool's fate,,2008,['bwb:9780006486039'],805.0,['Harper Voyager'],,['9780006486039'],Paperback,,[9319638],[{'key': '/works/OL2707195W'}],/books/OL27932981M,['PS3558.O33636'],,4,4,"{'type': '/type/datetime', 'value': '2020-03-28T13:39:16.235896'}","{'type': '/type/datetime', 'value': '2022-12-17T05:39:40.898282'}",9780006486039,{},{},,,,,[{'key': '/languages/eng'}],805p,,,,,,,,,,,,,"['The Tawny Man Trilogy, Book Three']",,,,,2003,,,"[{'role': 'Cover Art', 'name': 'Jackie Morris'}]",,,,,,,,,,,,,
668,{'key': '/type/edition'},Ship of Magic (Liveship Traders),[{'key': '/authors/OL395837A'}],"March 1, 1999","['ia:shipofmagic0000hobb_q9d7', 'promise:bwb_daily_pallets_2021-01-22', 'bwb:9780006498858']",712.0,['Voyager'],['000649885X'],['9780006498858'],,,[5508],[{'key': '/works/OL2707209W'}],/books/OL7259412M,['PS3558.O33636'],['urn:bwbsku:KO-693-044'],12,12,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T03:38:12.659180'}",9780006498858,"{'goodreads': ['45100'], 'librarything': ['26615']}",,,,,,,,,,,,,,,,shipofmagic0000hobb_q9d7,,,,,,,,,,,,,,,,,,,,,,,,,
669,{'key': '/type/edition'},The Mad Ship (Liveship Traders),[{'key': '/authors/OL395837A'}],"March 6, 2000","['ia:madship0000hobb', 'promise:bwb_daily_pallets_2020-10-08', 'bwb:9780006498865']",901.0,['Voyager'],['0006498868'],['9780006498865'],,,[5511],[{'key': '/works/OL2707221W'}],/books/OL7259413M,['PS3558.O33636'],['urn:bwbsku:P6-BVY-230'],12,12,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T03:38:33.013893'}",9780006498865,"{'goodreads': ['45101'], 'librarything': ['35720']}",,,,,,,,,,,,,,,,madship0000hobb,,,,,,,,,,,,,,,,,,,,,,,,,
670,{'key': '/type/edition'},Ship of Destiny (Liveship Traders),[{'key': '/authors/OL395837A'}],"March 5, 2001","['ia:shipofdestiny0000hobb', 'bwb:9780006498872']",400.0,['Voyager'],['0006498876'],['9780006498872'],,,[5513],[{'key': '/works/OL2707208W'}],/books/OL7259414M,['PS3558.O33636'],,11,11,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T02:54:13.463850'}",9780006498872,"{'librarything': ['26614'], 'goodreads': ['395953']}",,,,,,,,,,,,,,,,shipofdestiny0000hobb,,,,,,,,,,,,,,,,,,,,,,,,,
